01:32:15 | Info | 'Server listening on port 8081' | 
01:32:16 | Info | 'Database Connection Succeeded' | 
01:32:18 | Info | 'Socket : wM6TOZZ4rZNtVYVvAAAA -> ON' | 
01:32:19 | Info | 'Socket : wM6TOZZ4rZNtVYVvAAAA -> OFF' | 
01:32:19 | Info | 'UPDATE | /tickets/5bb1ed066858ff37a8b1fc52 | {"_id":"5bb1ed066858ff37a8b1fc52","societe":"NPMA","nom":"PATRICIO P.","tel":"0632544002","mail":"npma@france.com","type":"Loc.","contrat":true,"store":false,"commentaire":"","date":"2018-10-01T09:46:46.000Z","etat":"EC"} => {"_id":"5bb1ed066858ff37a8b1fc52","societe":"NPMA","nom":"PATRICIO P.","tel":"0632544002","mail":"npma@france.com","type":"Loc.","contrat":true,"store":false,"commentaire":"","date":"2018-10-01T09:46:46.000Z","etat":"EC"}SUCCESS' | 
01:36:38 | Info | 'UPDATE | /tickets/5ba8f8eb671c202a1405c696 | {"_id":"5ba8f8eb671c202a1405c696","societe":"LAVUALA","nom":"DEMOTE JP.","tel":"0684532147","mail":"delamote@gmail.com","contrat":false,"date":"2018-09-24T14:47:07.000Z","commentaire":"","store":true,"type":"Achat","etat":"EC"} => {"_id":"5ba8f8eb671c202a1405c696","societe":"LAVUALA","nom":"DEMOTE JP.","tel":"0684532147","mail":"delamote@gmail.com","contrat":false,"date":"2018-09-24T14:47:07.000Z","commentaire":"","store":true,"type":"Achat","etat":"EC"}SUCCESS' | 
01:36:39 | Info | 'UPDATE | /tickets/5ba8f8eb671c202a1405c696 | {"_id":"5ba8f8eb671c202a1405c696","societe":"LAVUALA","nom":"DEMOTE JP.","tel":"0684532147","mail":"delamote@gmail.com","contrat":false,"date":"2018-09-24T14:47:07.000Z","commentaire":"","store":true,"type":"Achat","etat":"Ferme"} => {"_id":"5ba8f8eb671c202a1405c696","societe":"LAVUALA","nom":"DEMOTE JP.","tel":"0684532147","mail":"delamote@gmail.com","contrat":false,"date":"2018-09-24T14:47:07.000Z","commentaire":"","store":true,"type":"Achat","etat":"Ferme"}SUCCESS' | 
01:36:42 | Info | 'UPDATE | /tickets/5ba9dfebacf91b1fc485b648 | {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"EC"} => {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"EC"}SUCCESS' | 
01:36:43 | Info | 'UPDATE | /tickets/5ba9dfebacf91b1fc485b648 | {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"Ferme"} => {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"Ferme"}SUCCESS' | 
01:36:44 | Info | 'UPDATE | /tickets/5ba9e691acf91b1fc485b64a | {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Ferme","commentaire":"3 Appel sans CA\\nTest de connexion en cours"} => {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Ferme","commentaire":"3 Appel sans CA\\nTest de connexion en cours"}SUCCESS' | 
01:36:46 | Info | 'UPDATE | /tickets/5ba9e021acf91b1fc485b649 | {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Ferme"} => {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Ferme"}SUCCESS' | 
01:36:47 | Info | 'UPDATE | /tickets/5ba8f2d696164e05d03203eb | {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"EC"} => {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"EC"}SUCCESS' | 
01:36:47 | Info | 'UPDATE | /tickets/5ba8f2d696164e05d03203eb | {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Ferme"} => {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Ferme"}SUCCESS' | 
01:36:52 | Info | 'Socket : 71nfZWNpU_Uc9iuDAAAB -> OFF' | 
01:36:53 | Info | 'Socket : ltIaRVVXWA2rwRj6AAAC -> ON' | 
01:36:53 | Info | 'GET | /tickets | SUCCESS' | 
01:37:02 | Info | 'GET | /tickets/all | SUCCESS' | 
01:37:02 | Info | 'GET | /tickets | SUCCESS' | 
01:37:28 | Info | 'GET | /ticket/5bb1ed066858ff37a8b1fc52 | SUCCESS' | 
01:37:46 | Info | 'UPDATE | /tickets/5bb1ed066858ff37a8b1fc52 | {"_id":"5bb1ed066858ff37a8b1fc52","societe":"NPMA","nom":"MICHEL P.","tel":"0632544002","mail":"npma@france.com","type":"Loc.","contrat":true,"store":false,"commentaire":"","date":"2018-10-01T09:46:46.000Z","etat":"Ferme"} => {"_id":"5bb1ed066858ff37a8b1fc52","societe":"NPMA","nom":"MICHEL P.","tel":"0632544002","mail":"npma@france.com","type":"Loc.","contrat":true,"store":false,"commentaire":"","date":"2018-10-01T09:46:46.000Z","etat":"Ferme"}SUCCESS' | 
01:37:46 | Info | 'GET | /tickets | SUCCESS' | 
01:37:51 | Info | 'GET | /tickets/all | SUCCESS' | 
01:38:15 | Info | 'GET | /ticket/5ba8f2d696164e05d03203eb | SUCCESS' | 
01:38:18 | Info | 'GET | /tickets | SUCCESS' | 
01:38:21 | Info | 'GET | /ticket/5bb1ed066858ff37a8b1fc52 | SUCCESS' | 
01:38:22 | Info | 'GET | /tickets | SUCCESS' | 
01:52:57 | Info | 'Socket : ltIaRVVXWA2rwRj6AAAC -> OFF' | 
01:52:58 | Info | 'Socket : NhsyNliZBeWyg9xfAAAD -> ON' | 
01:52:58 | Info | 'GET | /tickets | SUCCESS' | 
01:53:04 | Info | 'GET | /tickets/all | SUCCESS' | 
01:53:09 | Info | 'UPDATE | /tickets/5ba8f2d696164e05d03203eb | {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Nouveau"} => {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Nouveau"}SUCCESS' | 
01:53:09 | Info | 'UPDATE | /tickets/5ba8f2d696164e05d03203eb | {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"EC"} => {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"EC"}SUCCESS' | 
01:53:10 | Info | 'UPDATE | /tickets/5ba9e021acf91b1fc485b649 | {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Nouveau"} => {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Nouveau"}SUCCESS' | 
01:53:10 | Info | 'UPDATE | /tickets/5ba9e021acf91b1fc485b649 | {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"EC"} => {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"EC"}SUCCESS' | 
01:53:12 | Info | 'UPDATE | /tickets/5ba8f2d696164e05d03203eb | {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Ferme"} => {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Ferme"}SUCCESS' | 
01:53:12 | Info | 'UPDATE | /tickets/5ba8f2d696164e05d03203eb | {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Nouveau"} => {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"Nouveau"}SUCCESS' | 
01:53:13 | Info | 'UPDATE | /tickets/5ba9e021acf91b1fc485b649 | {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Ferme"} => {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Ferme"}SUCCESS' | 
01:53:14 | Info | 'UPDATE | /tickets/5ba9e021acf91b1fc485b649 | {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Nouveau"} => {"_id":"5ba9e021acf91b1fc485b649","societe":"10/10","nom":"SANCHEZ P.","tel":"0667888756","mail":"pedros@10sur10.com","contrat":false,"date":"2018-09-27T07:13:37.000Z","store":false,"type":"Loc.","etat":"Nouveau"}SUCCESS' | 
01:53:14 | Info | 'UPDATE | /tickets/5ba9e691acf91b1fc485b64a | {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Nouveau","commentaire":"3 Appel sans CA\\nTest de connexion en cours"} => {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Nouveau","commentaire":"3 Appel sans CA\\nTest de connexion en cours"}SUCCESS' | 
01:53:15 | Info | 'UPDATE | /tickets/5ba9e691acf91b1fc485b64a | {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"EC","commentaire":"3 Appel sans CA\\nTest de connexion en cours"} => {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"EC","commentaire":"3 Appel sans CA\\nTest de connexion en cours"}SUCCESS' | 
01:53:15 | Info | 'UPDATE | /tickets/5ba9dfebacf91b1fc485b648 | {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"Nouveau"} => {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"Nouveau"}SUCCESS' | 
01:53:17 | Info | 'UPDATE | /tickets/5ba9dfebacf91b1fc485b648 | {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"EC"} => {"_id":"5ba9dfebacf91b1fc485b648","societe":"Super&co","nom":"OUMY H.","tel":"0358749600","mail":"henry.oumy@hotmail.fr","contrat":true,"date":"2018-09-25T07:12:43.000Z","store":false,"type":"Achat","etat":"EC"}SUCCESS' | 
01:53:19 | Info | 'UPDATE | /tickets/5ba9dfb3acf91b1fc485b647 | {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"Nouveau"} => {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"Nouveau"}SUCCESS' | 
01:53:24 | Info | 'UPDATE | /tickets/5ba9dfb3acf91b1fc485b647 | {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"EC"} => {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"EC"}SUCCESS' | 
01:53:29 | Info | 'GET | /tickets | SUCCESS' | 
01:54:05 | Info | 'UPDATE | /tickets/5ba9dfb3acf91b1fc485b647 | {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"Ferme"} => {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"Ferme"}SUCCESS' | 
01:54:06 | Info | 'UPDATE | /tickets/5ba9dfb3acf91b1fc485b647 | {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"Nouveau"} => {"_id":"5ba9dfb3acf91b1fc485b647","societe":"Copro LAVIDA","nom":"SAMOULI F","tel":"0447862237","mail":"fannysamouli@gmail.com","contrat":false,"date":"2018-09-25T07:11:47.000Z","store":false,"type":"Achat","etat":"Nouveau"}SUCCESS' | 
01:54:11 | Info | 'UPDATE | /tickets/5ba8f2d696164e05d03203eb | {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"EC"} => {"_id":"5ba8f2d696164e05d03203eb","societe":"FFF","nom":"SAGNOL W.","tel":"0152634789","mail":"willy.sagnol@fff.fr","contrat":true,"date":"2018-09-27T14:21:10.000Z","store":false,"type":"Loc.","etat":"EC"}SUCCESS' | 
01:54:12 | Info | 'UPDATE | /tickets/5ba9e691acf91b1fc485b64a | {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Ferme","commentaire":"3 Appel sans CA\\nTest de connexion en cours"} => {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Ferme","commentaire":"3 Appel sans CA\\nTest de connexion en cours"}SUCCESS' | 
01:54:12 | Info | 'UPDATE | /tickets/5ba9e691acf91b1fc485b64a | {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Nouveau","commentaire":"3 Appel sans CA\\nTest de connexion en cours"} => {"_id":"5ba9e691acf91b1fc485b64a","societe":"ANAMERA","nom":"TAN K.","tel":"0152648933","mail":"anamera@gmail.com","contrat":false,"date":"2018-09-26T07:41:05.000Z","store":false,"type":"Loc.","etat":"Nouveau","commentaire":"3 Appel sans CA\\nTest de connexion en cours"}SUCCESS' | 
02:00:32 | Info | 'GET | /tickets | SUCCESS' | 
02:01:00 | Info | 'GET | /tickets | SUCCESS' | 
